chapter,chapter_num,block,prefix,icd_version
Chapter V Mental disorders (230-319),5,317-319 Mental retardation,317,9
Chapter V Mental disorders (230-319),5,317-319 Mental retardation,318,9
Chapter V Mental disorders (230-319),5,317-319 Mental retardation,319,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,320,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,321,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,322,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,323,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,324,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,325,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,326,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,320-327 Inflammatory diseases of the central nervous system,327,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,330,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,331,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,332,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,333,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,334,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,335,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,336,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,330-337 Hereditary and degenerative diseases of the central nervous system,337,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,338-338 Pain,338,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,339-339 Other headache syndromes,339,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,340,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,341,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,342,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,343,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,344,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,345,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,346,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,347,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,348,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,340-349 Other disorders of the central nervous system,349,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,350,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,351,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,352,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,353,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,354,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,355,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,356,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,357,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,358,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,350-359 Disorders of the peripheral nervous system,359,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,360,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,361,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,362,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,363,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,364,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,365,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,366,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,367,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,368,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,369,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,370,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,371,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,372,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,373,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,374,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,375,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,376,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,377,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,378,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,360-379 Disorders of the eye and adnexa,379,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,380,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,381,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,382,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,383,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,384,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,385,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,386,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,387,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,388,9
Chapter VI Diseases of the nervous system and the sense organs (320-389),6,380-389 Diseases of the ear and mastoid process,389,9
Chapter VII Diseases of the circulatory system (390-459),7,390-392 Acute Rheumatic Fever,390,9
Chapter VII Diseases of the circulatory system (390-459),7,390-392 Acute Rheumatic Fever,391,9
Chapter VII Diseases of the circulatory system (390-459),7,390-392 Acute Rheumatic Fever,392,9
Chapter VII Diseases of the circulatory system (390-459),7,393-398 Chronic rheumatic heart disease,393,9
Chapter VII Diseases of the circulatory system (390-459),7,393-398 Chronic rheumatic heart disease,394,9
Chapter VII Diseases of the circulatory system (390-459),7,393-398 Chronic rheumatic heart disease,395,9
Chapter VII Diseases of the circulatory system (390-459),7,393-398 Chronic rheumatic heart disease,396,9
Chapter VII Diseases of the circulatory system (390-459),7,393-398 Chronic rheumatic heart disease,397,9
Chapter VII Diseases of the circulatory system (390-459),7,393-398 Chronic rheumatic heart disease,398,9
Chapter VII Diseases of the circulatory system (390-459),7,401-405 Hypertensive disease,401,9
Chapter VII Diseases of the circulatory system (390-459),7,401-405 Hypertensive disease,402,9
Chapter VII Diseases of the circulatory system (390-459),7,401-405 Hypertensive disease,403,9
Chapter VII Diseases of the circulatory system (390-459),7,401-405 Hypertensive disease,404,9
Chapter VII Diseases of the circulatory system (390-459),7,401-405 Hypertensive disease,405,9
Chapter VII Diseases of the circulatory system (390-459),7,410-414 Ischemic heart disease,410,9
Chapter VII Diseases of the circulatory system (390-459),7,410-414 Ischemic heart disease,411,9
Chapter VII Diseases of the circulatory system (390-459),7,410-414 Ischemic heart disease,412,9
Chapter VII Diseases of the circulatory system (390-459),7,410-414 Ischemic heart disease,413,9
Chapter VII Diseases of the circulatory system (390-459),7,410-414 Ischemic heart disease,414,9
Chapter VII Diseases of the circulatory system (390-459),7,415-417 Diseases of pulmonary circulation,415,9
Chapter VII Diseases of the circulatory system (390-459),7,415-417 Diseases of pulmonary circulation,416,9
Chapter VII Diseases of the circulatory system (390-459),7,415-417 Diseases of pulmonary circulation,417,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,420,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,421,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,422,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,423,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,424,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,425,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,426,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,427,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,428,9
Chapter VII Diseases of the circulatory system (390-459),7,420-429 Other forms of heart disease,429,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,430,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,431,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,432,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,433,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,434,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,435,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,436,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,437,9
Chapter VII Diseases of the circulatory system (390-459),7,430-438 Cerebrovascular disease,438,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",440,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",441,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",442,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",443,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",444,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",445,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",446,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",447,9
Chapter VII Diseases of the circulatory system (390-459),7,"440-448 Diseases of arteries, arterioles, and capillaries",448,9
